,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
2608,Abdoulaye Touré\Abdoulaye-Toure,fr FRA,MF,Nantes,fr Ligue 1,26,1994,18.7,2,26,4,15.4,1.39,0.21,0.04,0.25,22.9,0,1,1,2.5,1.7,0.07,-0.5,-0.7
2609,Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,de Bundesliga,24,1996,7.8,1,13,4,30.8,1.66,0.51,0.08,0.25,13.8,0,0,0,1.1,1.1,0.09,-0.1,-0.1
2610,Lucas Tousart\Lucas-Tousart,fr FRA,MF,Hertha BSC,de Bundesliga,23,1997,23.2,1,30,6,20,1.29,0.26,0.03,0.17,20.1,0,0,0,1.5,1.5,0.05,-0.5,-0.5
2611,Andros Townsend\Andros-Townsend,eng ENG,MFFW,Crystal Palace,eng Premier League,29,1991,25.1,1,36,11,30.6,1.43,0.44,0.03,0.09,21.9,4,0,0,2.3,2.3,0.06,-1.3,-1.3
2612,Conor Townsend\Conor-Townsend,eng ENG,DF,West Brom,eng Premier League,27,1993,24.8,0,11,4,36.4,0.44,0.16,0,0,17.7,2,0,0,1,1,0.09,-1,-1
2613,Mattéo Tramoni\Matteo-Tramoni,fr FRA,FWMF,Cagliari,it Serie A,20,2000,0.8,0,1,0,0,1.22,0,0,,22.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2614,Adama Traoré\Adama-Traore,es ESP,FW,Wolves,eng Premier League,24,1996,29.4,2,43,13,30.2,1.46,0.44,0.05,0.15,19.3,0,0,0,2.2,2.2,0.05,-0.2,-0.2
2615,Amadou Traore\Amadou-Traore,fr FRA,MFFW,Bordeaux,fr Ligue 1,18,2002,3.4,0,3,1,33.3,0.89,0.3,0,0,16.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3
2616,Bertrand Traoré\Bertrand-Traore,bf BFA,FW,Aston Villa,eng Premier League,24,1995,25.7,7,65,23,35.4,2.52,0.89,0.11,0.3,16.2,2,0,0,6.4,6.4,0.1,0.6,0.6
2617,Boubacar Traoré\Boubacar-Traore,ml MLI,MF,Metz,fr Ligue 1,18,2001,0.6,1,2,1,50,3.33,1.67,0.5,1,34.4,0,0,0,0,0,0.01,1,1
2618,Chaka Traorè\Chaka-Traore,ci CIV,DFFW,Parma,it Serie A,15,2004,0.2,0,1,0,0,5,0,0,,10,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2619,Charles Traore\Charles-Traore,ml MLI,DF,Nantes,fr Ligue 1,28,1992,18.9,1,2,1,50,0.11,0.05,0.5,1,30.9,0,0,0,0.2,0.2,0.12,0.8,0.8
2620,Cheick Traoré\Cheick-Traore,ml MLI,DF,Lens,fr Ligue 1,25,1995,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2621,Hamari Traoré\Hamari-Traore,ml MLI,DF,Rennes,fr Ligue 1,28,1992,33.3,1,24,5,20.8,0.72,0.15,0.04,0.2,19.4,0,0,0,1.4,1.4,0.06,-0.4,-0.4
2622,Ibrahima Traoré\Ibrahima-Traore,gn GUI,FWDF,M'Gladbach,de Bundesliga,32,1988,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2623,Ismaël Traoré\Ismael-Traore,ci CIV,DF,Angers,fr Ligue 1,33,1986,33.3,3,12,5,41.7,0.36,0.15,0.25,0.6,9.2,0,0,0,1.5,1.5,0.13,1.5,1.5
2624,Kevin Trapp\Kevin-Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,30,1990,33,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2625,Miguel Trauco\Miguel-Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,27,1992,22.6,0,6,1,16.7,0.27,0.04,0,0,25,0,0,0,0.1,0.1,0.02,-0.1,-0.1
2626,Trézéguet\Trezeguet,eg EGY,FW,Aston Villa,eng Premier League,25,1994,13,2,35,12,34.3,2.7,0.93,0.06,0.17,13.9,0,0,0,3.8,3.8,0.12,-1.8,-1.8
2627,Manu Trigueros\Manu-Trigueros,es ESP,MF,Villarreal,es La Liga,28,1991,28.1,1,30,8,26.7,1.07,0.28,0.03,0.13,21.7,0,0,0,2.7,2.7,0.09,-1.7,-1.7
2628,Christopher Trimmel\Christopher-Trimmel,at AUT,DF,Union Berlin,de Bundesliga,33,1987,28.6,1,9,3,33.3,0.31,0.1,0.11,0.33,24,0,0,0,0.3,0.3,0.03,0.7,0.7
2629,Francisco Trincão\Francisco-Trincao,pt POR,FWMF,Barcelona,es La Liga,20,1999,7.8,3,23,12,52.2,2.93,1.53,0.13,0.25,16.6,0,0,0,3.1,3.1,0.14,-0.1,-0.1
2630,Alessandro Tripaldelli\Alessandro-Tripaldelli,it ITA,DF,Cagliari,it Serie A,21,1999,3.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2631,Kieran Trippier\Kieran-Trippier,eng ENG,DF,Atlético Madrid,es La Liga,29,1990,27.5,0,3,1,33.3,0.11,0.04,0,0,19,1,0,0,0.1,0.1,0.04,-0.1,-0.1
2632,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,eng Premier League,25,1994,29,5,58,23,39.7,2,0.79,0.09,0.22,17.6,2,0,0,5.1,5.1,0.09,-0.1,-0.1
2633,Alexis Trouillet\Alexis-Trouillet,fr FRA,MF,Nice,fr Ligue 1,19,2000,1.2,0,2,0,0,1.65,0,0,,20.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2634,Adrien Truffert\Adrien-Truffert,fr FRA,DFMF,Rennes,fr Ligue 1,18,2001,21.7,1,23,3,13,1.06,0.14,0.04,0.33,20.2,0,0,0,1.5,1.5,0.06,-0.5,-0.5
2635,Marvin Tshibuabua\Marvin-Tshibuabua,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2002,0.5,0,1,0,0,2.09,0,0,,7,0,0,0,0.1,0.1,0.14,-0.1,-0.1
2636,Kostas Tsimikas\Kostas-Tsimikas,gr GRE,DF,Liverpool,eng Premier League,24,1996,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2637,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,eng Premier League,22,1997,4.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2638,Alessandro Tuia\Alessandro-Tuia,it ITA,DF,Benevento,it Serie A,30,1990,19.6,1,7,1,14.3,0.36,0.05,0.14,1,12.2,0,0,0,0.4,0.4,0.06,0.6,0.6
2639,Ľubomír Tupta\Lubomir-Tupta,sk SVK,MF,Hellas Verona,it Serie A,22,1998,0.6,0,2,1,50,3.6,1.8,0,0,11.4,0,0,0,0.2,0.2,0.11,-0.2,-0.2
2640,Tuta\Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,21,1999,16.2,0,4,0,0,0.25,0,0,,13.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2641,Iyenoma Udogie\Iyenoma-Udogie,it ITA,DFMF,Hellas Verona,it Serie A,17,2002,1.9,0,1,0,0,0.53,0,0,,5,0,0,0,0.3,0.3,0.29,-0.3,-0.3
2642,Matthieu Udol\Matthieu-Udol,fr FRA,DF,Metz,fr Ligue 1,24,1996,19.2,0,12,4,33.3,0.63,0.21,0,0,21.6,0,0,0,0.4,0.4,0.03,-0.4,-0.4
2643,Naomichi Ueda\Naomichi-Ueda,jp JPN,DF,Nîmes,fr Ligue 1,25,1994,7.9,0,2,1,50,0.25,0.13,0,0,7.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2644,Chimuanya Ugochukwu\Chimuanya-Ugochukwu,fr FRA,MF,Rennes,fr Ligue 1,16,2004,0.7,0,2,0,0,2.77,0,0,,15.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2645,Hwang Ui-jo\Hwang-Ui-jo,kr KOR,FWMF,Bordeaux,fr Ligue 1,27,1992,27.8,12,74,28,37.8,2.66,1.01,0.12,0.32,14.8,0,3,3,12.6,10.3,0.14,-0.6,-1.3
2646,Samir Ujkani\Samir-Ujkani,xk KVX,GK,Torino,it Serie A,32,1988,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2647,Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,es La Liga,26,1993,7.2,0,2,1,50,0.28,0.14,0,0,8.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2648,Enes Ünal\Enes-Unal,tr TUR,FW,Getafe,es La Liga,23,1997,14.6,4,36,9,25,2.46,0.61,0.08,0.33,13.3,2,1,1,4.1,3.3,0.09,-0.1,-0.3
2649,Cengiz Ünder\Cengiz-Under,tr TUR,MFFW,Leicester City,eng Premier League,23,1997,3.1,0,10,2,20,3.2,0.64,0,0,23.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3
2650,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,21,1998,25.9,1,12,6,50,0.46,0.23,0.08,0.17,13.2,0,0,0,1,1,0.08,0,0
2651,Kacper Urbanski\Kacper-Urbanski,pl POL,MF,Bologna,it Serie A,15,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2652,Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,de Bundesliga,28,1991,16.6,3,35,10,28.6,2.11,0.6,0.09,0.3,19.4,4,0,0,2.8,2.8,0.08,0.2,0.2
2653,Tomáš Vaclík\Tomas-Vaclik,cz CZE,GK,Sevilla,es La Liga,31,1989,5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2654,Eugeni Valderrama\Eugeni-Valderrama,es ESP,FWMF,Huesca,es La Liga,26,1994,1.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2655,Lautaro Valenti\Lautaro-Valenti,ar ARG,DF,Parma,it Serie A,21,1999,5.5,0,4,0,0,0.72,0,0,,25.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
2656,Antoine Valerio\Antoine-Valerio,fr FRA,MF,Nîmes,fr Ligue 1,20,1999,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2657,Borja Valero\Borja-Valero,es ESP,MFFW,Fiorentina,it Serie A,35,1985,5.5,0,5,0,0,0.92,0,0,,19.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2658,Yan Valery\Yan-Valery,fr FRA,DFMF,Southampton,eng Premier League,21,1999,1.1,0,2,0,0,1.75,0,0,,25.8,0,0,0,0.3,0.3,0.15,-0.3,-0.3
2659,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Granada,es La Liga,23,1997,15,0,1,0,0,0.07,0,0,,12,0,0,0,0.1,0.1,0.08,-0.1,-0.1
2660,Manu Vallejo\Manu-Vallejo,es ESP,FW,Valencia,es La Liga,23,1997,10.6,5,18,13,72.2,1.71,1.23,0.28,0.38,11.7,0,0,0,4.5,4.5,0.25,0.5,0.5
2661,Federico Valverde\Federico-Valverde,uy URU,MF,Real Madrid,es La Liga,22,1998,14.8,3,23,8,34.8,1.56,0.54,0.13,0.38,21.4,0,0,0,2,2,0.09,1,1
2662,Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,es La Liga,27,1993,30.2,2,17,4,23.5,0.56,0.13,0.12,0.5,8.9,0,0,0,2.1,2.1,0.13,-0.1,-0.1
2663,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,eng Premier League,33,1987,31.6,15,73,27,37,2.31,0.86,0.1,0.26,14.1,0,8,9,19.7,12.8,0.18,-4.7,-5.8
2664,Ruben Vargas\Ruben-Vargas,ch SUI,MFFW,Augsburg,de Bundesliga,21,1998,17.9,6,38,13,34.2,2.12,0.73,0.16,0.46,15.5,1,0,0,3.8,3.8,0.1,2.2,2.2
2665,Denis Vavro\Denis-Vavro,sk SVK,DF,Lazio,it Serie A,24,1996,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2666,Denis Vavro\Denis-Vavro,sk SVK,DF,Huesca,es La Liga,24,1996,6.8,0,8,2,25,1.18,0.29,0,0,28.2,1,0,0,0.2,0.2,0.03,-0.2,-0.2
2667,Franco Vázquez\Franco-Vazquez,ar ARG,FWMF,Sevilla,es La Liga,31,1989,1.8,1,3,1,33.3,1.65,0.55,0.33,1,13.8,0,0,0,0.3,0.3,0.11,0.7,0.7
2668,Kevin Vázquez\Kevin-Vazquez,es ESP,DF,Celta Vigo,es La Liga,27,1993,6.2,0,1,0,0,0.16,0,0,,23.3,0,0,0,0,0,0.03,0,0
2669,Lucas Vázquez\Lucas-Vazquez,es ESP,DFFW,Real Madrid,es La Liga,29,1991,20.5,2,22,8,36.4,1.07,0.39,0.09,0.25,18.9,0,0,0,2.2,2.2,0.1,-0.2,-0.2
2670,Matías Vecino\Matias-Vecino,uy URU,MF,Inter,it Serie A,28,1991,3.1,1,5,3,60,1.59,0.95,0.2,0.33,15.4,0,0,0,1.3,1.3,0.27,-0.3,-0.3
2671,Koke Vegas\Koke-Vegas,es ESP,GK,Levante,es La Liga,24,1995,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2672,Gabriel Veiga\Gabriel-Veiga,es ESP,MFDF,Celta Vigo,es La Liga,18,2002,1.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2673,Miloš Veljković\Milos-Veljkovic,rs SRB,DF,Werder Bremen,de Bundesliga,24,1995,19.1,0,4,1,25,0.21,0.05,0,0,10.4,0,0,0,0.5,0.5,0.13,-0.5,-0.5
2674,Miguel Veloso\Miguel-Veloso,pt POR,MF,Hellas Verona,it Serie A,34,1986,14.6,2,10,2,20,0.68,0.14,0,0,27.1,2,2,2,1.8,0.3,0.03,0.2,-0.3
2675,Joël Veltman\Joel-Veltman,nl NED,DF,Brighton,eng Premier League,28,1992,25.3,1,14,4,28.6,0.55,0.16,0.07,0.25,15.6,0,0,0,1.4,1.4,0.1,-0.4,-0.4
2676,Unai Vencedor Paris\Unai-Vencedor-Paris,es ESP,MF,Athletic Club,es La Liga,19,2000,18.9,0,9,1,11.1,0.48,0.05,0,0,22.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5
2677,Lorenzo Venuti\Lorenzo-Venuti,it ITA,DF,Fiorentina,it Serie A,25,1995,19.5,0,4,0,0,0.2,0,0,,18.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
2678,Daniele Verde\Daniele-Verde,it ITA,FW,Spezia,it Serie A,24,1996,10.9,6,34,16,47.1,3.12,1.47,0.18,0.38,18,0,0,0,3.3,3.3,0.1,2.7,2.7
2679,Simone Verdi\Simone-Verdi,it ITA,MFFW,Torino,it Serie A,28,1992,18,1,41,12,29.3,2.28,0.67,0.02,0.08,21.7,13,0,0,4,4,0.1,-3,-3
2680,Gonzalo Verdú\Gonzalo-Verdu,es ESP,DF,Elche,es La Liga,31,1988,32.7,0,12,4,33.3,0.37,0.12,0,0,12.8,2,0,0,0.7,0.7,0.06,-0.7,-0.7
2681,Jordan Veretout\Jordan-Veretout,fr FRA,MF,Roma,it Serie A,27,1993,22.8,10,35,14,40,1.53,0.61,0.14,0.36,20.2,3,5,5,7.5,3.7,0.11,2.5,1.3
2682,Edoardo Vergani\Edoardo-Vergani,it ITA,FW,Bologna,it Serie A,19,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2683,Marco Verratti\Marco-Verratti,it ITA,MF,Paris S-G,fr Ligue 1,27,1992,16.6,0,10,5,50,0.6,0.3,0,0,16.1,0,0,0,1.1,1.1,0.11,-1.1,-1.1
2684,Valerio Verre\Valerio-Verre,it ITA,MF,Sampdoria,it Serie A,26,1994,11.1,3,24,10,41.7,2.16,0.9,0.13,0.3,21.3,0,0,0,2.3,2.3,0.09,0.7,0.7
2685,Mikel Vesga\Mikel-Vesga,es ESP,MF,Athletic Club,es La Liga,27,1993,19.1,0,23,5,21.7,1.2,0.26,0,0,16,0,0,0,1.6,1.6,0.07,-1.6,-1.6
2686,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,eng Premier League,27,1992,28.6,3,21,8,38.1,0.73,0.28,0.14,0.38,10.3,0,0,0,2.1,2.1,0.1,0.9,0.9
2687,Rúben Vezo\Ruben-Vezo,pt POR,DF,Levante,es La Liga,26,1994,25.7,1,5,2,40,0.19,0.08,0.2,0.5,14.1,0,0,0,0.3,0.3,0.07,0.7,0.7
2688,Guglielmo Vicario\Guglielmo-Vicario,it ITA,GK,Cagliari,it Serie A,23,1996,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2689,Iñigo Vicente\Inigo-Vicente,es ESP,FWMF,Athletic Club,es La Liga,22,1998,0.6,0,1,0,0,1.73,0,0,,21.8,0,0,0,0,0,0.04,0,0
2690,Fede Vico\Fede-Vico,es ESP,MFFW,Granada,es La Liga,26,1994,8.5,0,10,5,50,1.17,0.59,0,0,21.1,2,0,0,0.5,0.5,0.05,-0.5,-0.5
2691,Aleix Vidal\Aleix-Vidal,es ESP,DF,Sevilla,es La Liga,30,1989,6.6,0,1,0,0,0.15,0,0,,25,0,0,0,0,0,0.03,0,0
2692,Arturo Vidal\Arturo-Vidal,cl CHI,MF,Inter,it Serie A,33,1987,12.6,1,21,3,14.3,1.66,0.24,0.05,0.33,14,0,0,0,2.5,2.5,0.12,-1.5,-1.5
2693,Clément Vidal\Clement-Vidal,fr FRA,DF,Montpellier,fr Ligue 1,20,2000,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2694,Nacho Vidal\Nacho-Vidal,es ESP,DF,Osasuna,es La Liga,25,1995,26.1,0,9,2,22.2,0.34,0.08,0,0,16.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5
2695,Ronaldo Vieira\Ronaldo-Vieira,gw GNB,MF,Hellas Verona,it Serie A,22,1998,2.5,0,2,0,0,0.8,0,0,,23.3,0,0,0,0,0,0.02,0,0
2696,Luca Vignali\Luca-Vignali,it ITA,DF,Spezia,it Serie A,24,1996,17.7,0,4,1,25,0.23,0.06,0,0,20.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2697,Emanuel Vignato\Emanuel-Vignato,it ITA,FWMF,Bologna,it Serie A,19,2000,13.4,1,23,8,34.8,1.72,0.6,0.04,0.13,19.5,1,0,0,1.8,1.8,0.08,-0.8,-0.8
2698,Toni Villa\Toni-Villa,es ESP,MFFW,Valladolid,es La Liga,25,1995,10.8,2,15,5,33.3,1.39,0.46,0.13,0.4,18.5,0,0,0,0.9,0.9,0.06,1.1,1.1
2699,Asier Villalibre\Asier-Villalibre,es ESP,FW,Athletic Club,es La Liga,22,1997,17.7,4,40,15,37.5,2.27,0.85,0.1,0.27,13.5,0,0,0,5.3,5.3,0.13,-1.3,-1.3
2700,Gonzalo Villar\Gonzalo-Villar,es ESP,MF,Roma,it Serie A,22,1998,20.7,0,10,1,10,0.48,0.05,0,0,21.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4
2701,Iván Villar\Ivan-Villar,es ESP,GK,Celta Vigo,es La Liga,23,1997,19.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2702,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,eng Premier League,21,1999,1.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2703,Carlos Vinícius\Carlos-Vinicius,br BRA,FW,Tottenham,eng Premier League,25,1995,3.4,1,7,4,57.1,2.05,1.17,0.14,0.25,10.9,0,0,0,1.4,1.4,0.2,-0.4,-0.4
2704,Nicolas Viola\Nicolas-Viola,it ITA,MF,Benevento,it Serie A,30,1989,11.5,5,14,4,28.6,1.22,0.35,0.07,0.25,27.1,2,4,4,3.8,0.7,0.05,1.2,0.3
2705,João Virgínia\Joao-Virginia,pt POR,GK,Everton,eng Premier League,20,1999,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2706,Vitinha\Vitinha,pt POR,MF,Wolves,eng Premier League,20,2000,5.8,0,9,4,44.4,1.56,0.69,0,0,21.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6
2707,Vitolo\Vitolo,es ESP,MFFW,Atlético Madrid,es La Liga,30,1989,3.3,0,2,0,0,0.6,0,0,,11.4,0,0,0,0.5,0.5,0.24,-0.5,-0.5
2708,Dušan Vlahović\Dusan-Vlahovic,rs SRB,FW,Fiorentina,it Serie A,20,2000,32.5,21,84,33,39.3,2.59,1.02,0.18,0.45,14,1,6,6,18.4,13.8,0.16,2.6,1.2
2709,Michel Vlap\Michel-Vlap,nl NED,MFFW,Arminia,de Bundesliga,23,1997,4.1,1,3,2,66.7,0.73,0.49,0.33,0.5,29.3,0,0,0,0.3,0.3,0.11,0.7,0.7
2710,Andreas Voglsammer\Andreas-Voglsammer,de GER,FWMF,Arminia,de Bundesliga,28,1992,11.1,2,33,12,36.4,2.97,1.08,0.06,0.17,15.4,3,0,0,3.5,3.5,0.11,-1.5,-1.5
2711,Kevin Vogt\Kevin-Vogt,de GER,DF,Hoffenheim,de Bundesliga,28,1991,20.5,0,1,0,0,0.05,0,0,,31,0,0,0,0,0,0.01,0,0
2712,Mërgim Vojvoda\Mergim-Vojvoda,xk KVX,DF,Torino,it Serie A,25,1995,15.1,2,6,3,50,0.4,0.2,0.33,0.67,11.5,0,0,0,1.3,1.3,0.22,0.7,0.7
2713,Jake Vokins\Jake-Vokins,eng ENG,DF,Southampton,eng Premier League,20,2000,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2714,Kevin Volland\Kevin-Volland,de GER,FWMF,Monaco,fr Ligue 1,28,1992,30.8,16,59,30,50.8,1.92,0.98,0.27,0.53,12.4,1,0,0,10.4,10.4,0.18,5.6,5.6
2715,Stefan de Vrij\Stefan-de-Vrij,nl NED,DF,Inter,it Serie A,28,1992,30.4,1,11,4,36.4,0.36,0.13,0.09,0.25,8,0,0,0,1.4,1.4,0.12,-0.4,-0.4
2716,Giacomo Vrioni\Giacomo-Vrioni,al ALB,MF,Juventus,it Serie A,21,1998,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2717,Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DF,Atlético Madrid,es La Liga,28,1992,5.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2718,Nikola Vukčević\Nikola-Vukcevic,me MNE,MF,Levante,es La Liga,28,1991,9,0,2,0,0,0.22,0,0,,5.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1
2719,Miloš Vulić\Milos-Vulic,rs SRB,MF,Crotone,it Serie A,23,1996,14.5,1,18,4,22.2,1.24,0.28,0.06,0.25,22.5,1,0,0,1,1,0.05,0,0
2720,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,eng Premier League,28,1992,15.2,3,35,9,25.7,2.3,0.59,0.09,0.33,13.3,0,0,0,6.1,6.1,0.17,-3.1,-3.1
2721,Franklin Wadja\Franklin-Wadja,cm CMR,MF,Lorient,fr Ligue 1,25,1995,0.4,0,1,0,0,2.73,0,0,,30.8,0,0,0,0,0,0.01,0,0
2722,Walace\Walace,br BRA,MF,Udinese,it Serie A,25,1995,22.8,0,17,4,23.5,0.74,0.18,0,0,23,0,0,0,0.6,0.6,0.04,-0.6,-0.6
2723,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Southampton,eng Premier League,31,1989,18,3,30,11,36.7,1.67,0.61,0.1,0.27,19.8,0,0,0,3,3,0.1,0,0
2724,Theo Walcott\Theo-Walcott,eng ENG,FW,Everton,eng Premier League,31,1989,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2725,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,eng Premier League,30,1990,21.6,1,10,3,30,0.46,0.14,0.1,0.33,28.4,0,0,0,0.2,0.2,0.02,0.8,0.8
2726,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,eng Premier League,23,1997,29.4,0,19,7,36.8,0.65,0.24,0,0,18,0,0,0,1,1,0.05,-1,-1
2727,Sebastian Walukiewicz\Sebastian-Walukiewicz,pl POL,DF,Cagliari,it Serie A,20,2000,18,0,3,1,33.3,0.17,0.06,0,0,6.9,0,0,0,0.5,0.5,0.16,-0.5,-0.5
2728,Silas Wamangituka\Silas-Wamangituka,cd COD,DFFW,Stuttgart,de Bundesliga,20,1999,21.3,11,40,15,37.5,1.88,0.7,0.2,0.53,15.9,0,3,3,7.3,5.1,0.13,3.7,2.9
2729,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,eng Premier League,22,1997,34,2,8,4,50,0.24,0.12,0.25,0.5,15.5,0,0,0,0.9,0.9,0.11,1.1,1.1
2730,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,eng Premier League,30,1989,25.1,0,2,1,50,0.08,0.04,0,0,24.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2731,James Ward-Prowse\James-Ward-Prowse,eng ENG,MF,Southampton,eng Premier League,25,1994,38,8,39,18,46.2,1.03,0.47,0.13,0.28,25.4,20,3,4,5.3,2.2,0.06,2.7,2.8
2732,Daniel Wass\Daniel-Wass,dk DEN,MFDF,Valencia,es La Liga,31,1989,33.1,4,37,10,27,1.12,0.3,0.08,0.3,24.5,9,1,1,3.2,2.4,0.07,0.8,0.6
2733,Ollie Watkins\Ollie-Watkins,eng ENG,FW,Aston Villa,eng Premier League,24,1995,37,14,98,45,45.9,2.65,1.22,0.13,0.29,13,0,1,2,16,14.5,0.15,-2,-1.5
2734,Caleb Watts\Caleb-Watts,au AUS,MFFW,Southampton,eng Premier League,18,2002,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
2735,Timothy Weah\Timothy-Weah,us USA,FWMF,Lille,fr Ligue 1,20,2000,9.8,3,24,9,37.5,2.46,0.92,0.13,0.33,16.3,0,0,0,3.6,3.6,0.15,-0.6,-0.6
2736,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,eng Premier League,25,1995,28.8,1,24,6,25,0.83,0.21,0.04,0.17,12.7,0,0,0,1.2,1.2,0.05,-0.2,-0.2
2737,Wout Weghorst\Wout-Weghorst,nl NED,FW,Wolfsburg,de Bundesliga,27,1992,32.7,20,92,43,46.7,2.82,1.32,0.2,0.42,12.8,0,2,3,17.9,15.8,0.17,2.1,2.2
2738,Mitchell Weiser\Mitchell-Weiser,de GER,DF,Leverkusen,de Bundesliga,26,1994,2.5,1,2,2,100,0.8,0.8,0.5,0.5,15.6,0,0,0,0.1,0.1,0.03,0.9,0.9
2739,Shon Weissman\Shon-Weissman,il ISR,FW,Valladolid,es La Liga,24,1996,23.7,6,38,16,42.1,1.6,0.68,0.16,0.38,12.3,0,0,0,5.3,5.3,0.14,0.7,0.7
2740,Danny Welbeck\Danny-Welbeck,eng ENG,FW,Brighton,eng Premier League,29,1990,17.2,6,33,14,42.4,1.92,0.82,0.18,0.43,12.4,0,0,1,6.8,6,0.19,-0.8,0
2741,Wendell\Wendell,br BRA,DF,Leverkusen,de Bundesliga,27,1993,16.2,0,7,2,28.6,0.43,0.12,0,0,19.2,0,0,0,0.6,0.6,0.08,-0.6,-0.6
2742,Oscar Wendt\Oscar-Wendt,se SWE,DF,M'Gladbach,de Bundesliga,34,1985,13.9,1,7,1,14.3,0.5,0.07,0.14,1,17.7,2,0,0,1,1,0.14,0,0
2743,Timo Werner\Timo-Werner,de GER,FW,Chelsea,eng Premier League,24,1996,28.9,6,80,31,38.8,2.77,1.07,0.08,0.19,13.8,0,0,0,11.9,11.9,0.15,-5.9,-5.9
