,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2902,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,20,1999,16,1285,80,42,14.3,15,84,,1,18,5,1.44,22,20,2,0.14,-0.11,19.5,19,0.5,0.04,-0.17
2903,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MF,Crystal Palace,eng Premier League,27,1992,27,1428,53,41.8,15.9,15,78,,12,21,0,1.22,20,26,-6,-0.38,0.48,17.5,23.2,-5.6,-0.35,0.52
2904,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,eng Premier League,33,1986,38,3420,90,100,38,38,90,,0,,0,1.74,68,50,18,0.47,,56,47.7,8.3,0.22,
2905,Jonathan Schmid\Jonathan-Schmid,fr FRA,DFMF,Freiburg,de Bundesliga,30,1990,31,2393,77,78.2,26.6,27,85,,4,27,0,1.32,38,40,-2,-0.08,-0.35,35.9,40.8,-4.9,-0.19,0.16
2906,Romano Schmid\Romano-Schmid,at AUT,FWMF,Werder Bremen,de Bundesliga,20,2000,22,1177,54,38.5,13.1,13,74,,9,24,6,0.86,15,23,-8,-0.61,0.01,13.1,22.3,-9.2,-0.7,-0.32
2907,Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,de Bundesliga,25,1994,12,416,35,13.6,4.6,4,86,,8,9,14,1.67,3,9,-6,-1.3,-0.72,5.2,7.4,-2.2,-0.47,0
2908,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,30,1989,28,2197,78,64.2,24.4,24,87,,4,26,2,1.39,30,29,1,0.04,0.34,28.6,32.6,-4,-0.16,-0.1
2909,Lasse Schöne\Lasse-Schone,dk DEN,MF,Genoa,it Serie A,34,1986,0,,,,,0,,,0,,1,,,,,,,,,,,
2910,Alessandro Schöpf\Alessandro-Schopf,at AUT,FWMF,Schalke 04,de Bundesliga,26,1994,19,942,50,30.8,10.5,10,71,,9,26,10,0.42,10,33,-23,-2.2,-0.58,10.4,22.3,-11.9,-1.14,0.1
2911,Jerdy Schouten\Jerdy-Schouten,nl NED,MF,Bologna,it Serie A,23,1997,34,2512,74,73.5,27.9,28,82,,6,36,0,1.15,34,44,-10,-0.36,0.04,39.1,42.4,-3.2,-0.12,0.68
2912,Markus Schubert\Markus-Schubert,de GER,GK,Schalke 04,de Bundesliga,22,1998,0,,,,,0,,,0,,2,,,,,,,,,,,
2913,Markus Schubert\Markus-Schubert,de GER,GK,Eint Frankfurt,de Bundesliga,22,1998,0,,,,,0,,,0,,30,,,,,,,,,,,
2914,Nico Schulz\Nico-Schulz,de GER,DF,Dortmund,de Bundesliga,27,1993,13,610,47,19.9,6.8,6,88,,7,12,14,1.62,13,11,2,0.3,-0.7,9.7,9.9,-0.3,-0.04,-1.09
2915,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Hertha BSC,de Bundesliga,28,1992,26,2340,90,76.5,26,26,90,,0,,8,1.08,34,39,-5,-0.19,0.56,32.7,35.6,-2.9,-0.11,0.11
2916,Paolo Sciortino\Paolo-Sciortino,fr FRA,MF,Marseille,fr Ligue 1,16,2003,0,,,,,0,,,0,,1,,,,,,,,,,,
2917,Christopher Scott\Christopher-Scott,de GER,FWMF,Bayern Munich,de Bundesliga,18,2002,2,34,17,1.1,0.4,0,,,2,17,2,2,1,1,0,0,-1.64,0.8,0.6,0.1,0.4,-0.63
2918,Matteo Scozzarella\Matteo-Scozzarella,it ITA,MF,Parma,it Serie A,32,1988,3,153,51,4.5,1.7,3,51,,0,,3,1.67,2,1,1,0.59,1.83,1.5,1.4,0.1,0.08,0.68
2919,Simone Scuffet\Simone-Scuffet,it ITA,GK,Udinese,it Serie A,24,1996,1,90,90,2.6,1,1,90,,0,,34,0,1,2,-1,-1,-0.59,0.4,1.8,-1.4,-1.4,-1.19
2920,Jacopo Segre\Jacopo-Segre,it ITA,MF,Torino,it Serie A,23,1997,9,191,21,5.6,2.1,1,90,,8,13,11,0.78,4,1,3,1.41,2.03,3.9,1.8,2,0.96,1.26
2921,Davie Selke\Davie-Selke,de GER,FW,Werder Bremen,de Bundesliga,25,1995,23,813,35,26.6,9,7,70,,16,20,4,0.87,6,19,-13,-1.44,-1.12,10.3,14.4,-4.1,-0.46,0.07
2922,Malik Sellouki\Malik-Sellouki,fr FRA,FWMF,Nice,fr Ligue 1,20,2000,4,66,17,1.9,0.7,0,,,4,17,10,0,1,0,1,1.36,1.47,0.7,0.4,0.3,0.47,0.61
2923,Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,fr Ligue 1,28,1992,6,540,90,15.8,6,6,90,,0,,2,0.83,9,13,-4,-0.67,-0.51,7.3,7.4,-0.1,-0.02,-0.21
2924,Nélson Semedo\Nelson-Semedo,pt POR,DF,Wolves,eng Premier League,26,1993,34,2983,88,87.2,33.1,34,88,,0,,2,1.15,31,45,-14,-0.42,-0.01,35.3,40.9,-5.7,-0.17,-0.1
2925,Léo Sena\Leo-Sena,br BRA,MF,Spezia,it Serie A,24,1995,16,885,55,25.9,9.8,8,82,,8,29,6,1.25,16,19,-3,-0.31,0.3,13.6,18.9,-5.3,-0.54,0.08
2926,Marvin Senaya\Marvin-Senaya,fr FRA,DF,Strasbourg,fr Ligue 1,19,2001,0,,,,,0,,,0,,3,,,,,,,,,,,
2927,Stefano Sensi\Stefano-Sensi,it ITA,MF,Inter,it Serie A,24,1995,18,603,34,17.6,6.7,4,62,,14,26,13,2.61,22,4,18,2.69,1.54,15,6.5,8.5,1.27,0.38
2928,Jaime Seoane\Jaime-Seoane,es ESP,MF,Huesca,es La Liga,23,1997,29,2064,71,60.4,22.9,23,84,,6,22,7,0.93,23,27,-4,-0.17,0.82,19.7,26.5,-6.8,-0.3,-0.15
2929,Cheon Seonghoon\Cheon-Seonghoon,kr KOR,FW,Augsburg,de Bundesliga,19,2000,0,,,,,0,,,0,,3,,,,,,,,,,,
2930,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,it Serie A,29,1991,36,3240,90,94.7,36,36,90,,0,,2,0.56,35,76,-41,-1.14,0.36,37.3,56.8,-19.5,-0.54,0.43
2931,Patrick Sequeira\Patrick-Sequeira,cr CRC,GK,Celta Vigo,es La Liga,21,1999,0,,,,,0,,,0,,12,,,,,,,,,,,
2932,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,de Bundesliga,23,1997,25,1953,78,63.8,21.7,24,81,,1,12,0,0.36,13,56,-43,-1.98,-0.52,16.8,42.8,-26,-1.2,0.03
2933,Jean Seri\Jean-Seri,ci CIV,MF,Bordeaux,fr Ligue 1,29,1991,12,707,59,20.7,7.9,9,73,,3,16,2,0.58,10,20,-10,-1.27,-1.14,10,13.6,-3.6,-0.45,-0.08
2934,Femi Seriki\Femi-Seriki,eng ENG,DF,Sheffield Utd,eng Premier League,,,1,1,1,0,0,0,,,1,1,0,0,0,0,0,0,1.13,0,0,0,0,0.8
2935,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Hoffenheim,de Bundesliga,20,2000,23,1574,68,51.4,17.5,17,85,,6,21,1,1.26,25,27,-2,-0.11,-0.11,23.3,25.9,-2.6,-0.15,-0.21
2936,Nils Seufert\Nils-Seufert,de GER,MFFW,Arminia,de Bundesliga,23,1997,13,343,26,11.2,3.8,2,74,,11,18,12,0.62,3,9,-6,-1.57,-0.91,1.7,7.5,-5.8,-1.52,-0.88
2937,Edgar Sevikyan\Edgar-Sevikyan,ru RUS,MF,Levante,es La Liga,18,2001,1,8,8,0.2,0.1,0,,,1,8,8,3,0,0,0,0,0.29,0.5,0,0.5,5.63,5.98
2938,Stephan El Shaarawy\Stephan-El-Shaarawy,it ITA,FWMF,Roma,it Serie A,27,1992,10,572,57,16.7,6.4,6,79,,4,25,2,1.2,7,8,-1,-0.16,-0.5,10.3,10.1,0.3,0.04,-0.51
2939,Meritan Shabani\Meritan-Shabani,al ALB,MF,Wolves,eng Premier League,21,1999,0,,,,,0,,,0,,3,,,,,,,,,,,
2940,Jamie Shackleton\Jamie-Shackleton,eng ENG,MFDF,Leeds United,eng Premier League,20,1999,13,461,35,13.5,5.1,3,67,,10,26,18,1.38,7,11,-4,-0.78,-1.15,6.9,11.6,-4.7,-0.92,-0.9
2941,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MFFW,Liverpool,eng Premier League,28,1991,14,556,40,16.3,6.2,5,76,,9,20,13,1.07,5,7,-2,-0.32,-1.2,9.4,7.7,1.7,0.27,-0.54
2942,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,34,1986,16,735,46,21.5,8.2,7,82,,9,18,9,0.63,6,15,-9,-1.1,0.04,7.1,14.1,-7,-0.86,-0.07
2943,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,25,1995,32,2654,83,77.6,29.5,30,87,,2,27,2,1.84,51,33,18,0.61,-0.68,41,33.2,7.8,0.27,-0.93
2944,Florent Shehu\Florent-Shehu,ch SUI,FW,Lazio,it Serie A,18,2002,0,,,,,0,,,0,,1,,,,,,,,,,,
2945,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,28,1992,30,2617,87,76.5,29.1,29,89,,1,26,3,1.33,41,46,-5,-0.17,1.06,34.9,41.4,-6.5,-0.22,0.51
2946,Eldor Shomurodov\Eldor-Shomurodov,uz UZB,FW,Genoa,it Serie A,25,1995,31,1677,54,49,18.6,16,76,,15,31,1,1.03,26,23,3,0.16,0.88,19.4,28.2,-8.9,-0.48,-0.07
2947,Shola Shoretire\Shola-Shoretire,eng ENG,FW,Manchester Utd,eng Premier League,16,2004,2,11,6,0.3,0.1,0,,,2,6,3,3,0,0,0,0,-0.77,0,0.2,-0.2,-1.29,-1.77
2948,Mahame Siby\Mahame-Siby,fr FRA,MFFW,Strasbourg,fr Ligue 1,24,1996,7,21,3,0.6,0.2,0,,,7,3,19,2.43,1,0,1,4.29,4.55,0.8,0.1,0.6,2.69,2.55
2949,Abdoulaye Sidibé\Abdoulaye-Sidibe,fr FRA,MF,Saint-Étienne,fr Ligue 1,18,2002,1,11,11,0.3,0.1,0,,,1,11,0,1,0,1,-1,-8.18,-7.89,0,0.9,-0.9,-7.08,-7.1
2950,Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Monaco,fr Ligue 1,28,1992,30,1980,66,57.9,22,21,85,,9,22,0,2.17,45,24,21,0.95,0.14,38.3,18.3,20,0.91,0.04
2951,Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,30,1989,11,697,63,20.4,7.7,7,90,,4,17,21,1.91,8,14,-6,-0.77,-0.97,10.1,9.4,0.7,0.09,0.1
2952,Cheikh Sidya Diaby\Cheikh-Sidya-Diaby,fr FRA,FW,West Brom,eng Premier League,20,2000,0,,,,,0,,,0,,1,,,,,,,,,,,
2953,Armindo Sieb\Armindo-Sieb,de GER,FW,Bayern Munich,de Bundesliga,17,2003,0,,,,,0,,,0,,2,,,,,,,,,,,
2954,Kaj Sierhuis\Kaj-Sierhuis,nl NED,FW,Reims,fr Ligue 1,22,1998,24,652,27,19.1,7.2,6,69,,18,13,13,1,10,8,2,0.28,0.6,8,11.3,-3.3,-0.46,0.33
2955,Tim Siersleben\Tim-Siersleben,de GER,DF,Wolfsburg,de Bundesliga,20,2000,1,34,34,1.1,0.4,0,,,1,34,21,0,1,1,0,0,-0.71,0.6,0.6,0,0.01,-0.21
2956,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,eng Premier League,30,1989,36,2253,63,65.9,25,24,81,,12,25,2,1.64,29,29,0,0,0.08,28,32,-4,-0.16,-0.15
2957,Kiliann Sildillia\Kiliann-Sildillia,fr FRA,DF,Freiburg,de Bundesliga,18,2002,0,,,,,0,,,0,,2,,,,,,,,,,,
2958,Luca Siligardi\Luca-Siligardi,it ITA,MF,Crotone,it Serie A,32,1988,4,49,12,1.4,0.5,0,,,4,12,11,0.5,0,0,0,0,1.25,0.3,0.6,-0.3,-0.54,0.33
2959,Luca Siligardi\Luca-Siligardi,it ITA,FW,Parma,it Serie A,32,1988,2,34,17,1,0.4,0,,,2,17,0,0,1,1,0,0,1.17,0.6,1.3,-0.7,-1.8,-1.24
2960,Adrien Silva\Adrien-Silva,pt POR,MF,Sampdoria,it Serie A,31,1989,24,1599,67,46.8,17.8,18,78,,6,32,7,1.63,29,23,6,0.34,0.73,21.8,25.3,-3.5,-0.2,0.15
2961,André Silva\Andre-Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,24,1995,32,2760,86,90.2,30.7,32,86,,0,,0,1.78,64,46,18,0.59,1.19,51.9,38.7,13.1,0.43,2.05
2962,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,eng Premier League,25,1994,26,2065,79,60.4,22.9,24,84,,2,28,10,2.42,52,18,34,1.48,0.35,45.5,15.9,29.7,1.29,0.47
2963,Caio Henrique Oliveira Silva\Caio-Henrique-Oliveira-Silva,br BRA,DF,Monaco,fr Ligue 1,23,1997,31,2368,76,69.2,26.3,26,85,,5,31,1,2.19,56,17,39,1.48,1.91,50.9,19.1,31.8,1.21,1.04
2964,David Silva\David-Silva,es ESP,MF,Real Sociedad,es La Liga,34,1986,21,1399,67,40.9,15.5,17,76,,4,26,1,2.14,30,6,24,1.54,1.68,29.3,9.8,19.5,1.25,1.06
2965,Fábio Silva\Fabio-Silva,pt POR,FW,Wolves,eng Premier League,18,2002,32,1369,43,40,15.2,11,85,,21,21,6,1.03,17,29,-12,-0.79,-0.61,19,20.8,-1.9,-0.12,0.06
2966,Florent da Silva\Florent-da-Silva,fr FRA,FW,Lyon,fr Ligue 1,17,2003,1,3,3,0.1,0,0,,,1,3,4,3,0,0,0,0,-1,0.1,0,0.1,1.55,0.47
2967,Gabriel Silva\Gabriel-Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,29,1991,4,355,89,10.4,3.9,4,89,,0,,8,1.5,6,4,2,0.51,0.92,8.4,4.5,3.9,0.99,1.11
2968,Gastón Silva\Gaston-Silva,uy URU,DF,Huesca,es La Liga,26,1994,12,600,50,17.5,6.7,6,74,,6,26,12,0.75,5,9,-4,-0.6,-0.12,3.9,9.6,-5.7,-0.85,-0.75
2969,Rui Silva\Rui-Silva,pt POR,GK,Granada,es La Liga,26,1994,32,2880,90,84.2,32,32,90,,0,,3,1.31,42,55,-13,-0.41,0.43,34.3,44.1,-9.7,-0.3,0.47
2970,Thiago Silva\Thiago-Silva,br BRA,DF,Chelsea,eng Premier League,35,1984,23,1935,84,56.6,21.5,23,84,,0,,2,1.61,33,20,13,0.6,0.06,39.3,18.7,20.6,0.96,0.31
2971,Marco Silvestri\Marco-Silvestri,it ITA,GK,Hellas Verona,it Serie A,29,1991,34,3060,90,89.5,34,34,90,,0,,4,1.24,38,42,-4,-0.12,-0.62,38.8,46,-7.2,-0.21,-0.33
2972,Mohamed Simakan\Mohamed-Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,20,2000,19,1615,85,47.2,17.9,19,85,,0,,0,1.05,25,31,-6,-0.33,-0.18,26.1,25.4,0.7,0.04,-0.23
2973,Usman Simbakoli\Usman-Simbakoli,fr FRA,FW,Lille,fr Ligue 1,18,2001,0,,,,,0,,,0,,1,,,,,,,,,,,
2974,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Cagliari,it Serie A,25,1995,33,1740,53,50.9,19.3,19,77,,14,20,3,0.91,26,37,-11,-0.57,-0.3,24,35.1,-11.1,-0.57,-0.22
2975,Ellis Simms\Ellis-Simms,eng ENG,FW,Everton,eng Premier League,19,2001,0,,,,,0,,,0,,1,,,,,,,,,,,
2976,Moses Simon\Moses-Simon,ng NGA,FWMF,Nantes,fr Ligue 1,25,1995,33,2324,70,68,25.8,28,78,,5,30,0,1,35,34,1,0.04,0.78,34.3,35.3,-1,-0.04,0.49
2977,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,es La Liga,23,1997,37,3330,90,97.4,37,37,90,,0,,1,1.24,46,40,6,0.16,2.16,43.9,35.1,8.7,0.24,0.72
2978,Lorenzo Simonetti\Lorenzo-Simonetti,it ITA,MF,Parma,it Serie A,23,1996,0,,,,,0,,,0,,2,,,,,,,,,,,
2979,Xavi Simons\Xavi-Simons,nl NED,MF,Paris S-G,fr Ligue 1,17,2003,1,2,2,0.1,0,0,,,1,2,11,3,0,0,0,0,-1.53,0.1,0,0.1,5.61,4.43
2980,Jóan Símun Edmundsson\Joan-Simun-Edmundsson,fo FRO,MFFW,Arminia,de Bundesliga,29,1991,5,58,12,1.9,0.6,0,,,5,12,1,0.6,1,1,0,0,0.78,0.7,1.3,-0.6,-0.92,-0.19
2981,Wilfried Singo\Wilfried-Singo,ci CIV,DF,Torino,it Serie A,19,2000,28,1854,66,54.2,20.6,20,83,,8,24,3,0.89,26,39,-13,-0.63,-0.29,28.5,33.8,-5.3,-0.26,-0.07
2982,Daley Sinkgraven\Daley-Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,25,1995,22,1570,71,51.3,17.4,19,79,,3,26,5,1.77,29,18,11,0.63,0.45,23.6,19,4.6,0.27,0.13
2983,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Huesca,es La Liga,31,1988,36,3071,85,89.8,34.1,34,88,,2,36,1,0.92,30,49,-19,-0.56,-0.56,33,39.7,-6.7,-0.2,0.4
2984,Tobias Sippel\Tobias-Sippel,de GER,GK,M'Gladbach,de Bundesliga,32,1988,4,344,86,11.2,3.8,3,90,,1,74,30,1.25,9,6,3,0.78,0.62,5.7,5.1,0.6,0.15,-0.18
2985,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,it Serie A,33,1987,32,2880,90,84.2,32,32,90,,0,,3,0.88,42,62,-20,-0.62,-0.79,38.8,50.6,-11.8,-0.37,-0.9
2986,Issouf Sissokho\Issouf-Sissokho,ml MLI,MF,Bordeaux,fr Ligue 1,18,2002,6,78,13,2.3,0.9,0,,,6,13,4,1.5,2,1,1,1.15,1.56,0.9,1.8,-1,-1.11,-0.74
2987,Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,22,1997,36,2581,72,75.5,28.7,29,84,,7,19,0,1.06,40,38,2,0.07,1.25,42.3,33.4,8.9,0.31,0.62
2988,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,eng Premier League,30,1989,25,1585,63,46.3,17.6,15,89,,10,25,10,1.56,22,22,0,0,-1.13,21,23.6,-2.6,-0.15,-0.52
2989,Nelson Sissoko\Nelson-Sissoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,23,1997,9,474,53,13.9,5.3,6,75,,3,8,11,0.56,3,14,-11,-2.09,-2.06,4.1,8.9,-4.8,-0.91,-1.04
2990,Antonio Sivera\Antonio-Sivera,es ESP,GK,Alavés,es La Liga,23,1996,1,71,71,2.1,0.8,1,71,,0,,37,0,0,0,0,0,0.56,0.4,0.2,0.2,0.28,0.52
2991,Jacques Siwe\Jacques-Siwe,fr FRA,FW,Dijon,fr Ligue 1,19,2001,5,169,34,4.9,1.9,2,75,,3,7,0,1.2,1,3,-2,-1.07,0.21,2.1,3.7,-1.6,-0.87,0.29
2992,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Köln,de Bundesliga,25,1995,32,2785,87,91,30.9,32,87,,0,,1,0.91,31,56,-25,-0.81,-1.46,34.5,50.7,-16.2,-0.53,-0.58
2993,Łukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Bologna,it Serie A,29,1991,28,2520,90,73.7,28,28,90,,0,,2,1.25,41,46,-5,-0.18,0.72,41.1,47.3,-6.1,-0.22,0.3
2994,Andreas Skov Olsen\Andreas-Skov-Olsen,dk DEN,FWDF,Bologna,it Serie A,20,1999,26,1179,45,34.5,13.1,12,72,,14,23,1,1.08,17,20,-3,-0.23,0.21,19.3,20.9,-1.6,-0.12,0.27
2995,Robert Skov\Robert-Skov,dk DEN,FWDF,Hoffenheim,de Bundesliga,24,1996,23,1164,51,38,12.9,12,68,,11,32,1,1.22,13,17,-4,-0.31,-0.4,16.6,23,-6.4,-0.5,-0.72
2996,Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,25,1995,32,2777,87,81.2,30.9,31,89,,1,26,3,2.44,68,24,44,1.43,0.03,58.6,28.9,29.8,0.96,0.06
2997,Steven Skrzybski\Steven-Skrzybski,de GER,FWDF,Schalke 04,de Bundesliga,27,1992,13,419,32,13.7,4.7,3,84,,10,17,4,0.46,3,10,-7,-1.5,0.34,4.2,8.7,-4.4,-0.96,0.29
2998,Petar Škuletić\Petar-Skuletic,rs SRB,FWMF,Montpellier,fr Ligue 1,30,1990,19,234,12,6.8,2.6,1,54,,18,10,14,1.42,4,6,-2,-0.77,-0.77,4.8,5.8,-0.9,-0.36,0.11
2999,Islam Slimani\Islam-Slimani,dz ALG,FW,Leicester City,eng Premier League,32,1988,1,20,20,0.6,0.2,0,,,1,20,0,0,0,1,-1,-4.5,-5,0.2,0.2,0,-0.2,-0.42
3000,Islam Slimani\Islam-Slimani,dz ALG,FW,Lyon,fr Ligue 1,32,1988,18,579,32,16.9,6.4,4,77,,14,19,0,1.83,17,5,12,1.87,1.04,15.3,6.1,9.2,1.42,0.41
3001,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,eng Premier League,20,2000,3,172,57,5,1.9,2,68,,1,36,5,0,1,5,-4,-2.09,-1.62,2.2,2.8,-0.7,-0.35,-0.03
3002,Chris Smalling\Chris-Smalling,eng ENG,DF,Roma,it Serie A,30,1989,16,1111,69,32.5,12.3,13,81,,3,17,0,2.13,23,20,3,0.24,-0.03,23.8,13.6,10.1,0.82,0.54
3003,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MFFW,Arsenal,eng Premier League,20,2000,20,1440,72,42.1,16,18,78,,2,18,3,2,32,10,22,1.37,1.65,25.7,15.4,10.3,0.65,0.7
3004,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Brom,eng Premier League,32,1987,8,526,66,15.4,5.8,6,82,,2,17,2,0.63,7,14,-7,-1.2,-0.14,6.4,8.6,-2.2,-0.38,0.61
3005,Robert Snodgrass\Robert-Snodgrass,sco SCO,FWDF,West Ham,eng Premier League,32,1987,3,5,2,0.1,0.1,0,,,3,2,8,1.67,1,0,1,18,17.63,0.1,0.2,-0.1,-1.73,-1.88
3006,Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,eng Premier League,28,1991,10,746,75,21.8,8.3,8,87,,2,26,15,1.7,16,11,5,0.6,0.23,13.5,9.1,4.4,0.53,0.37
3007,Rafa Soares\Rafa-Soares,pt POR,DF,Eibar,es La Liga,25,1995,19,1134,60,33.2,12.6,12,81,,7,23,19,0.79,14,17,-3,-0.24,0.55,13.4,17.7,-4.3,-0.34,-0.3
3008,Rubén Sobrino\Ruben-Sobrino,es ESP,MFFW,Valencia,es La Liga,28,1992,5,49,10,1.4,0.5,0,,,5,10,16,1.4,2,1,1,1.84,1.94,1.6,1.1,0.5,0.96,1.25
3009,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Cádiz,es La Liga,28,1992,16,1113,70,32.5,12.4,11,87,,5,32,0,1.06,10,16,-6,-0.49,0.14,11.1,20.2,-9.1,-0.73,-0.27
3010,Simon Sohm\Simon-Sohm,ch SUI,MF,Parma,it Serie A,19,2001,18,899,50,26.3,10,8,77,,10,28,11,0.33,5,28,-23,-2.3,-1.55,7.9,22.5,-14.7,-1.47,-1.23
3011,Augusto Solari\Augusto-Solari,ar ARG,MF,Celta Vigo,es La Liga,28,1992,16,486,30,14.2,5.4,3,68,,13,22,0,1.63,9,4,5,0.93,1.14,6.1,6.8,-0.7,-0.12,-0.09
3012,Roberto Soldado\Roberto-Soldado,es ESP,FW,Granada,es La Liga,35,1985,29,1438,50,42,16,16,70,,13,25,1,1.34,22,25,-3,-0.19,0.49,17.8,23.2,-5.5,-0.34,0.06
3013,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,es La Liga,23,1997,32,2735,85,80,30.4,31,88,,1,10,1,1.13,41,41,0,0,0.39,37.2,40.2,-3,-0.1,0.86
3014,Noé Sommer\Noe-Sommer,fr FRA,MF,Strasbourg,fr Ligue 1,19,2001,0,,,,,0,,,0,,1,,,,,,,,,,,
3015,Yann Sommer\Yann-Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,31,1988,31,2712,87,88.6,30.1,31,87,,0,,0,1.45,55,50,5,0.17,-0.61,50.9,41.1,9.7,0.32,0.09
3016,Son\Son,es ESP,DF,Levante,es La Liga,26,1994,28,1106,40,32.3,12.3,10,84,,18,15,10,0.96,9,18,-9,-0.73,-0.65,9.6,18.6,-9,-0.73,-0.57
3017,Brandon Soppy\Brandon-Soppy,fr FRA,DF,Rennes,fr Ligue 1,18,2002,10,559,56,16.3,6.2,5,84,,5,28,21,1.5,12,5,7,1.13,0.97,10,5,5,0.81,0.66
3018,David Soria\David-Soria,es ESP,GK,Getafe,es La Liga,27,1993,28,2520,90,73.7,28,28,90,,0,,10,0.93,20,31,-11,-0.39,0.01,24.5,30.3,-5.7,-0.21,-0.02
3019,Mario Soriano\Mario-Soriano,es ESP,FW,Atlético Madrid,es La Liga,18,2002,0,,,,,0,,,0,,2,,,,,,,,,,,
3020,Roberto Soriano\Roberto-Soriano,it ITA,MF,Bologna,it Serie A,29,1991,37,3250,88,95,36.1,37,88,,0,,0,1.11,50,58,-8,-0.22,2.95,50.8,58.5,-7.7,-0.21,1.69
3021,Alberto Soro\Alberto-Soro,es ESP,FWMF,Granada,es La Liga,21,1999,15,393,26,11.5,4.4,3,54,,12,19,14,0.6,6,15,-9,-2.06,-1.79,5.2,9.9,-4.7,-1.07,-0.79
3022,Borna Sosa\Borna-Sosa,hr CRO,DF,Stuttgart,de Bundesliga,22,1998,26,2042,79,66.7,22.7,25,80,,1,32,2,1.58,38,33,5,0.22,0.57,36.3,32.3,4,0.18,0.53
3023,Hugo Sotelo\Hugo-Sotelo,es ESP,MF,Celta Vigo,es La Liga,16,2003,1,1,1,0,0,0,,,1,1,3,3,0,0,0,0,0.05,0,0.1,-0.1,-7.4,-7.36
3024,Florian Sotoca\Florian-Sotoca,fr FRA,FW,Lens,fr Ligue 1,29,1990,33,2413,73,70.6,26.8,28,82,,5,22,1,1.42,38,38,0,0,-0.09,39.4,32.7,6.7,0.25,0.09
3025,Riccardo Sottil\Riccardo-Sottil,it ITA,MFFW,Cagliari,it Serie A,21,1999,21,1184,56,34.6,13.2,12,77,,9,28,1,0.71,21,21,0,0,0.64,18.2,27.1,-8.9,-0.68,-0.33
3026,Cheick Souaré\Cheick-Souare,fr FRA,MF,Marseille,fr Ligue 1,17,2002,1,10,10,0.3,0.1,0,,,1,10,4,1,0,0,0,0,-0.18,0,0.1,-0.1,-0.93,-0.97
3027,Tomáš Souček\Tomas-Soucek,cz CZE,MF,West Ham,eng Premier League,25,1995,38,3419,90,100,38,38,90,,0,,0,1.71,62,47,15,0.39,0.39,54,48.3,5.7,0.15,0.15
